post,tags
16994,"[u'#presidentobama', u'#barackobama', u'#economy', u'#jobcreation', u'#stateoftheunion', u'#truth', u'#thankyoupresidentobama', u'#honest', u'#justice', u'#equalityforall', u'#democrats', u'#votedemocrat', u'#midtermelections', u'#stoptrump', u'#goptaxscam', u'#']"
16995,"[u'#Trump', u'#huffingtonpost', u'#armygeneral', u'#trumpputin', u'#cyberattack', u'#trumprussia', u'#threattonationalsecurity', u'#dangerous', u'#nuclearassault', u'#coldwar', u'#democrats', u'#payattention', u'#vote2018', u'#votedemocrat']"
16996,"[u'#billmaher', u'#trump', u'#bankrupt', u'#budget', u'#defensespending', u'#cuts', u'#mealsonwheels', u'#pbs', u'#hbo', u'#children', u'#education', u'#women', u'#deadonarrival', u'#stoptrump', u'#stopthehate', u'#stopthemadness', u'#stoplying', u'#america', u'#coalminer', u'#healthcare', u'#presidentobama', u'#hillaryclinton', u'#strongertogether', u'#f', u'#like4follow', u'#follow4follow', u'#lovethyneighbor', u'#peace']"
16997,"[u'#democrats', u'#flipthehouse', u'#ihaveadream', u'#racialequality', u'#equalityforeveryone', u'#vote2018', u'#midtermelections', u'#takebackcongress', u'#losangeles', u'#seattle', u'#sandiego', u'#tuscon', u'#sanantonio', u'#austintx', u'#houston', u'#dallasftworth', u'#knoxville', u'#jacksonville', u'#miami', u'#cleveland', u'#akron', u'#atlanticcity', u'#detroit', u'#harrisburg', u'#allentown', u'#dccc', u'#dnc', u'#dga', u'#']"
16998,"[u'#johnmccain', u'#greatleaders', u'#strongleader', u'#americanhero', u'#warveteran', u'#pow', u'#republican', u'#usa', u'#maga', u'#donaldtrump', u'#minoritypresident', u'#northkorea', u'#senate', u'#government', u'#makepeacenotwar', u'#diplomacy', u'#johnmccain']"
16999,"[u'#thankyouhillary', u'#hillaryclinton', u'#thankyou', u'#jimmyfallon', u'#jimmyfallonshow', u'#tonightshow', u'#instafunny', u'#mileycyrus', u'#love', u'#kindness', u'#humor', u'#gratitude', u'#gracias', u'#usa', u'#girls', u'#teens', u'#women', u'#womensrights', u'#powerfulwomen', u'#strongwomen', u'#strongertogether', u'#democrats', u'#actofkindness', u'#benice', u'#onwardtogether', u'#stillwithher', u'#whathappened']"
17000,"[u'#guncontrolnow', u'#massshootings', u'#phillippines', u'#yemen', u'#russia', u'#france', u'#parklandshooting', u'#everytowngunsafety', u'#momsdemandaction', u'#nonramoney', u'#votethemout', u'#marchforourlives', u'#neveragain', u'#enough']"
17001,"[u'#strongertogether', u'#stopisis', u'#stopterrorism', u'#arianagrande', u'#katyperry', u'#manchester', u'#followthefacts', u'#onelove', u'#onelovepeace', u'#benefit', u'#politics', u'#england', u'#justinbieber', u'#katyperry']"
17002,"[u'#womensmarch', u'#womensmarchlosangeles', u'#neverstopbelieving', u'#hillaryclinton', u'#womenempowerment', u'#womensrights', u'#women', u'#girls', u'#teengirls', u'#future']"
17003,"[u'#USA', u'#Alabama', u'#Twitter', u'#roymoore', u'#pedophilia', u'#stoptrump', u'#stoplying', u'#sexualpredator', u'#unfit', u'#senate', u'#resist', u'#persist', u'#womensrights', u'#metoo']"
17004,"[u'#America', u'#wakeup', u'#gunsafety', u'#guncontrol', u'#guncontrolnow', u'#democrats', u'#votedemocrat', u'#midtermelections', u'#passlaws', u'#children', u'#florida', u'#weneedchange', u'#stopguns', u'#backgroundcheck', u'#mentalillness', u'#2ndamemdment', u'#', u'#everytown', u'#newtown', u'#everytowngun', u'#highscool', u'#friends', u'#', u'#parklandflorida']"
17005,"[u'#healthcare', u'#kamalaharris', u'#california', u'#republicans', u'#obamacare', u'#sick', u'#call', u'#stoplying', u'#medicaid', u'#preexistingcondition', u'#losangeles', u'#lalaland', u'#help', u'#health']"
17006,"[u'#Repost', u'#NeverAgain', u'#preventgunviolence', u'#guncontrolnow', u'#ericschneiderman', u'#newyork', u'#democrats', u'#flipthehouse', u'#yourvotematters', u'#iwillvote', u'#parklandshooting', u'#gunsafety', u'#momsdemandaction']"
17007,"[u'#donaldtrump', u'#words', u'#speakenglish', u'#usa', u'#president', u'#dailyshow', u'#trevornoah', u'#comedycentral', u'#stoplying', u'#articulate', u'#speakout', u'#instafunny', u'#wtfisthis', u'#wtfdidijustwatch', u'#loser', u'#fakepresident']"
17008,"[u'#whitehouse', u'#seanspicer', u'#unqualified', u'#trump', u'#stoptrump', u'#assad', u'#syrianrefugees', u'#syrianrefugees', u'#holocaust', u'#aushwitz', u'#treblinka', u'#dachau', u'#germany', u'#hitler', u'#gaschamber', u'#jews', u'#israel', u'#jewish', u'#shoah', u'#neveragain', u'#passover', u'#ivankatrump', u'#jaredkushner', u'#jstreet', u'#aipac', u'#yadvashem']"
17009,"[u'#alecbaldwin', u'#snl', u'#trump', u'#trumplies', u'#middleclass', u'#coalminer', u'#healthcare', u'#childcare', u'#women', u'#hillaryclinton', u'#presidentobama', u'#truth', u'#lyingtrump', u'#minoritypresident', u'#fail', u'#f', u'#instafunny']"
17010,"[u'#adamschiff', u'#congress', u'#losangeles', u'#california', u'#washingtondc', u'#russiagate', u'#trueleader', u'#', u'#USA', u'#nationalsecurity', u'#gunsafety', u'#neveragain', u'#everytownforgunsafety', u'#momsdemandaction', u'#votedemocrat', u'#vote2018', u'#votethemout']"
17011,"[u'#Repost', u'#huffingtonpost', u'#donaldtrump', u'#putin', u'#vladimirputin', u'#trump', u'#usa', u'#russia', u'#bromance', u'#authoritarian', u'#obstructionofjustice', u'#russiagate', u'#russianspying', u'#russiangirl', u'#g20', u'#g20hamburg', u'#russiasanctions', u'#stoptrump', u'#impeachtrump', u'#hillaryclinton', u'#barackobama', u'#collusion', u'#corruption']"
17012,"[u'#hillaryclinton', u'#presidentclinton', u'#strongertogether', u'#lovetrumpshate', u'#freedomofspeech', u'#government', u'#presidentobama', u'#michelleobama', u'#classy', u'#qualified', u'#equality', u'#freedom', u'#love', u'#kindness', u'#gratitude', u'#f', u'#f4f', u'#follow4follow']"
17013,"[u'#presidentobama', u'#dnc', u'#daca', u'#defenddaca', u'#dreamers', u'#racism', u'#stoptrump', u'#democrats', u'#hope', u'#help', u'#americandream', u'#economy', u'#gratitude', u'#44', u'#president']"
17014,"[u'#johnmccain', u'#arizona', u'#senate', u'#stopsextrafficking', u'#stopslavery', u'#stophumantrafficking', u'#bipartisan', u'#democrats', u'#republicans', u'#americans', u'#humanrights']"
17015,"[u'#democracy', u'#democrats', u'#robertmueller', u'#wsj', u'#fbi', u'#andrewmccabe', u'#corruption', u'#obstructionofjustice', u'#trump', u'#unfit', u'#conman', u'#bringingdownamerica', u'#timeforachange', u'#votethemout', u'#yourvotematters']"
17016,"[u'#washingtonpost', u'#votersupression', u'#usa', u'#donaldtrump', u'#fascism', u'#voting', u'#voterrights', u'#california', u'#stoptrump', u'#fascismo', u'#democracy', u'#barackobama', u'#presidentobama', u'#hillaryclinton', u'#followthefacts', u'#followthemoney', u'#followforfollow', u'#staywoke', u'#Amerikkka']"
17017,"[u'#donaldtrump', u'#nationaldisgrace', u'#stoptrump', u'#stoplying', u'#minoritypresident', u'#colinpowell', u'#general', u'#whitehouse', u'#president', u'#presidente', u'#presidentobama', u'#stopthemadness']"
17018,"[u'#Repost', u'#princessdiana', u'#hillaryclinton', u'#imwithher', u'#imstillwithher', u'#womentrailblazers', u'#strongertogether', u'#powerfulwomen', u'#women', u'#mujeres', u'#london', u'#usa', u'#staywoke', u'#womensright', u'#equalrights', u'#rolemodels', u'#girls', u'#teenchoiceawards', u'#love', u'#kindness', u'#realleaders']"
17019,"[u'#Repost', u'#donaldtrump', u'#putin', u'#barackobama', u'#presidentobama', u'#hillaryclinton', u'#riggedelection', u'#followthemoney', u'#followthefacts', u'#occupydemocrats', u'#stolenelection', u'#notmypresident']"
17020,"[u'#donaldtrump', u'#fakepresident', u'#riggedelection', u'#obstructionofjustice', u'#mikeflynn', u'#whitehouse', u'#russiagate', u'#lyingtothefbi', u'#coverup', u'#tweets', u'#tellusmore', u'#honestyisbest', u'#dumptrump', u'#impeachtrump', u'#enoughisenough']"
17021,"[u'#rachelmaddow', u'#msnbc', u'#news', u'#journalism', u'#press', u'#media', u'#donaldtrump', u'#washingtonpost', u'#donaldtrumpjr', u'#followthefacts', u'#trumpcare', u'#collusion', u'#corruption', u'#russiagate', u'#lyingtrump', u'#russianspying', u'#dishonesydonald', u'#realnews', u'#stoptrump', u'#stoplyingtoamerica', u'#republican', u'#patriots', u'#patriotismoverparty', u'#riggedelection', u'#wikileaks', u'#wiki', u'#followthemoney', u'#hillaryclinton', u'#f', u'#lies']"
17022,"[u'#Donaldtrump', u'#whitesupremicist', u'#altright', u'#violent', u'#charlotteville', u'#virginia', u'#protest', u'#holocaust', u'#hitler', u'#germany', u'#racism', u'#antisemitism', u'#misogyny', u'#republicans', u'#democrats', u'#usa', u'#hillaryclinton', u'#strongertogether', u'#barackobama', u'#trumpisacriminal', u'#stoptrump', u'#lovenothate', u'#stopthehate', u'#blacklivesmatter', u'#whitenationalists', u'#makeamericasaneagain', u'#followthefacts', u'#russiagate', u'#staywoke', u'#speakup', u'#lovenothate']"
17023,"[u'#trevornoah', u'#orenhatch', u'#senators', u'#senatehearing', u'#senate', u'#healthcare', u'#trumpcare', u'#obamacare', u'#affordablecareact', u'#ryancare', u'#preexistingconditions', u'#congress', u'#lying', u'#cheating', u'#medicare', u'#medicaid', u'#usa', u'#government', u'#poor', u'#elderly', u'#disabled']"
17024,"[u'#Democrats', u'#watch', u'#readthebook', u'#michaelwolff', u'#fireandfury', u'#freedomofspeech', u'#facts', u'#followthemoney', u'#whitehouse', u'#donaldtrump', u'#president', u'#expose', u'#unfit', u'#stoptrump', u'#', u'#readyforchange', u'#enoughisenough', u'#instanews']"
17025,"[u'#turkeytalk', u'#happythanksgiving', u'#thanksgiving', u'#taxcuts', u'#democrats', u'#democracy', u'#thankful', u'#truth', u'#facts', u'#usa', u'#americans', u'#dccc', u'#baddeal']"
17026,"[u'#obamacare', u'#obama', u'#presidentobama', u'#affordablecareact', u'#healthinsurance', u'#republican', u'#takeaway', u'#health', u'#poor', u'#sick', u'#children', u'#elderly', u'#middleclass', u'#paulryan', u'#trump', u'#nancypelosi', u'#keepamericahealthy', u'#stoptrump', u'#stopthemadness', u'#f4', u'#like4follow']"
17027,"[u'#Repost', u'#democracy', u'#democrats', u'#votedemocrat', u'#votethemout', u'#vote2018', u'#yourvotematters', u'#enoughisenough', u'#makechange', u'#']"
17028,"[u'#Repost', u'#gameofchicken', u'#redline', u'#donaldtrump', u'#usa', u'#kimjongun', u'#directorofnationalintelligence', u'#jamesclapper', u'#northkorea', u'#andersoncooper', u'#cnn', u'#warofwords', u'#fireandfury', u'#ww1', u'#president', u'#war', u'#nuclearbomb', u'#nuclearwar']"
17029,"[u'#Women', u'#womensrights', u'#virginia', u'#makechange', u'#americans', u'#powerfulwomen', u'#smartwomen', u'#thankyouhillary', u'#hillaryclinton', u'#democracy', u'#democrats', u'#emilyslist', u'#onwardtogether', u'#healthrights', u'#womens', u'#jobs', u'#education', u'#children', u'#yeswecan', u'#thisiswhatamericalookslike']"
17030,"[u'#tbt', u'#economy', u'#backgroundcheck', u'#responsibility', u'#hillaryclinton', u'#hillary', u'#stoptrump', u'#stoprepublicans', u'#president', u'#presidente', u'#obama', u'#safety', u'#security', u'#riggedelection', u'#mistake', u'#f', u'#truth', u'#america', u'#strongertogether', u'#imstillwithher', u'#protest', u'#rally', u'#firethefool', u'#thedailyaction']"
17031,"[u'#Repost', u'#boycott', u'#sexual', u'#fox', u'#foxnews', u'#harassment', u'#billoreilly', u'#trump', u'#stoptrump', u'#stoplying', u'#stopthehate', u'#attackwomen', u'#women', u'#sexualpredator', u'#media', u'#news', u'#cnn', u'#hillaryclinton', u'#presidentobama', u'#f', u'#bravo', u'#theoreillyfactor', u'#allstate', u'#bmw', u'#mbz', u'#glaxosmithkline', u'#hyundai']"
17032,"[u'#bluewave2018', u'#vote2018', u'#votedemocrat', u'#midtermelections', u'#usa', u'#texas', u'#texasblues', u'#americans', u'#strongertogether']"
17033,"[u'#equalpay', u'#equalpayday', u'#equalrights', u'#hispanicwomen', u'#africanamericanwomen', u'#blackwomen', u'#whitewomen', u'#mujeres', u'#women', u'#womensrights', u'#womenleaders', u'#asianwomen', u'#f', u'#like4like']"
17034,"[u'#dnc', u'#democrats', u'#lasvegas', u'#guncontrolnow', u'#stopshooting', u'#momsdemandaction', u'#democracy', u'#helpingothers', u'#firstresponders', u'#makeamericasafeagain', u'#saveamerica']"
17035,"[u'#trevornoah', u'#dailyshow', u'#comedycentral', u'#colinkaepernick', u'#takeaknee', u'#nateboyer', u'#greenberet', u'#greenberets', u'#football', u'#nfl', u'#stoptrump', u'#charlottesville', u'#nazi', u'#whitesupremacy', u'#racism', u'#whitehouse', u'#bully', u'#johnmccain', u'#disrespect', u'#constitution', u'#freedomofexpression', u'#freedomofspeech', u'#firstamendment', u'#peacefulprotest']"
17036,"[u'#seanspicer', u'#donaldtrump', u'#president', u'#saudiarabia', u'#israel', u'#nato', u'#g8', u'#historical', u'#stoplying', u'#riggedelection', u'#followthemoney', u'#followthefacts', u'#whitehouse', u'#melaniatrump', u'#press', u'#media', u'#truth', u'#barackobama', u'#hillaryclinton', u'#stoplying', u'#lying', u'#lies', u'#strongertogether', u'#collusion', u'#corruption']"
17037,"[u'#Repost', u'#fbi', u'#muellertime', u'#democrats', u'#constitution', u'#midtermelections', u'#trumprussia', u'#riggedelection', u'#votedemocrat', u'#corruption', u'#obstr', u'#honorpublicservice', u'#']"
17038,"[u'#Arizona', u'#vote', u'#redtoblue', u'#democrats', u'#voteforhiral', u'#iwillvote', u'#specialelection', u'#timeforchange', u'#healthcare', u'#socialsecurity', u'#medicare', u'#yourvotecounts', u'#flipthehouse']"
17039,"[u'#whitehouse', u'#trump', u'#michaelflynn', u'#russianhacking', u'#corruption', u'#nationalsecurity', u'#dishonestdonald', u'#lyingtrump', u'#russia', u'#congress', u'#investigate', u'#spy', u'#usa', u'#government']"
17040,"[u'#nancypelosi', u'#rockstar', u'#Dreamers', u'#americandream', u'#democrats', u'#votedemocrat', u'#midterm', u'#dreamerswelcome', u'#immigration', u'#government', u'#brokenpromises', u'#fight', u'#resist', u'#americans', u'#', u'#filibuster', u'#filibustering', u'#enoughisenough']"
17041,"[u'#happybirthday', u'#hillaryclinton', u'#strongertogether', u'#october', u'#scorpio', u'#democrats', u'#future', u'#organize', u'#standup', u'#speakout', u'#usa', u'#stillwithher']"
17042,"[u'#Repost', u'#hillary', u'#hillaryclinton', u'#hillary2016', u'#notmypresident', u'#december19', u'#hillaryforamerica', u'#hillaryforpresident', u'#womenforhillary', u'#likeforlike', u'#latinosforhillary', u'#recount2016', u'#imwithher', u'#giveemhill', u'#wisconsin', u'#nytimes', u'#nevertrump', u'#electionday', u'#michigan', u'#pennsylvania', u'#LGBTQ', u'#auditthevot', u'#strongertogether', u'#madampresident', u'#electoralcollege', u'#HillYes', u'#getoutthevote', u'#recount', u'#readyforhillary']"
17043,"[u'#withafewexceptions', u'#donaldtrump', u'#dangerous', u'#georgewill', u'#conservative', u'#newyorktimes', u'#msnbc', u'#lawrenceodonnell', u'#republican', u'#enlist', u'#resist', u'#insist', u'#persist', u'#rachelmaddow', u'#nancypelosi', u'#trevornoah', u'#stephencolbert', u'#collusion', u'#', u'#erikpaulson']"
17044,"[u'#tbt', u'#tbthursday', u'#womensmarch', u'#resist', u'#truth', u'#votedemocrat', u'#midtermelections', u'#womensrights', u'#equalityforeveryone', u'#changeiscoming', u'#yeswecan', u'#strongertogether', u'#']"
17045,"[u'#kamalaharris', u'#blackunemployment', u'#kamalaharris', u'#thankyoupresidentobama', u'#truth', u'#', u'#goptaxscam', u'#presidentobama', u'#jobcreation', u'#jaketapper', u'#cnn', u'#democrats', u'#votedemocrat', u'#nomorelies']"
17046,"[u'#democrats', u'#democratsunite', u'#goptaxscam', u'#republicantaxscam', u'#democracy', u'#draintheswamp', u'#', u'#Utah', u'#richgetricher', u'#flipthehouse', u'#takebackthesenate', u'#congress', u'#speakout', u'#sycophant', u'#authoritarian', u'#redtoblue', u'#change', u'#womensrights', u'#humanrights', u'#jobs', u'#embarrassing', u'#foolish', u'#happynewyear', u'#changeiscoming', u'#midtermelections', u'#vote2018', u'#votedemocrat']"
17047,"[u'#votedemocrat', u'#vote', u'#women', u'#emilyslist', u'#staceyabrams', u'#georgia', u'#gabriellegiffords', u'#arizona', u'#risingstar', u'#instagood', u'#star', u'#governor', u'#strongwomen', u'#powerfulwomen', u'#instawoman', u'#womensrights', u'#minorityrights', u'#', u'#', u'#Atlanta', u'#votepolicy']"
17048,"[u'#Repost', u'#HappyBirthdayAda', u'#BLACKGIRLSROCK', u'#BlackHERstory', u'#blackhistorymonth', u'#womenlawyers', u'#women', u'#powerfulwomen', u'#blacklivesmatter', u'#blackleaders', u'#universityofoklahoma', u'#oklahoma', u'#teengirls', u'#']"
17049,"[u'#impeachtrump', u'#stoptrump', u'#obstructionofjustice', u'#donaldtrump', u'#president', u'#twitter', u'#lyingtrump', u'#dishonestdonald', u'#usa', u'#nationalsecurity', u'#strongertogether', u'#presidentobama', u'#presidentclinton', u'#presidentbush']"
17050,"[u'#killthebill', u'#rachelmaddow', u'#msnbc', u'#senate', u'#healthcare', u'#affordablecareact', u'#aca', u'#repeal', u'#heartdisease', u'#cancer', u'#children', u'#elderly', u'#trumpcare', u'#makeamericahealthyagain', u'#makeamericasickagain', u'#sick', u'#preexistingcondition', u'#health', u'#humanrights']"
17051,"[u'#obstructionofjustice', u'#', u'#votedemocrat']"
17052,"[u'#Repost', u'#flipthehouse', u'#takebackthesenate', u'#vote2018', u'#november62018', u'#democratsunite', u'#votedemocrat', u'#change', u'#enoughisenough', u'#resist', u'#midtermelections2018', u'#strongertogether', u'#womensrights', u'#childrenshealth', u'#jobs', u'#education', u'#healthcare', u'#ethics', u'#morality', u'#justice', u'#', u'#makeanericablueagain']"
17053,"[u'#netnutrality', u'#internet', u'#internetfriends', u'#ericschneiderman', u'#newyork', u'#freedomofspeech', u'#fcc', u'#communications', u'#stoptrump', u'#usa', u'#f', u'#truth', u'#slowinternet', u'#']"
17054,"[u'#Nevada', u'#briansandoval', u'#standup', u'#stoptrump', u'#democracy', u'#nationalguard']"
17055,"[u'#globalwarming', u'#heatwave', u'#nasa', u'#scientists', u'#sun', u'#carbonemissions', u'#pollution', u'#parisclimateagreement', u'#motherearth', u'#solarpower', u'#makeamericacleanagain', u'#votedemocrat', u'#midtermelections']"
17056,"[u'#nytimes', u'#truth', u'#russianhacking', u'#borders', u'#muslim', u'#muslimban', u'#freedomofpress', u'#freedomofspeech', u'#humanrights', u'#love', u'#life', u'#trump', u'#strongertogether', u'#womensmarch', u'#f', u'#like4like', u'#follow4follow', u'#merylstreep', u'#academyawards', u'#lalaland', u'#moonlight', u'#newyork', u'#hillaryclinton', u'#obamacare', u'#presidentobama', u'#love', u'#me', u'#memes', u'#meme']"
17057,"[u'#goptaxscam', u'#stoprepublicans', u'#usa', u'#congress', u'#california', u'#lalaland', u'#americans', u'#fires', u'#disaster', u'#democrats', u'#independents', u'#votedemocrat', u'#environment']"
17058,"[u'#Repost', u'#democracy', u'#strongertogether', u'#fbi', u'#justice', u'#president', u'#government', u'#whitehouse', u'#presidentkennedy', u'#jfk', u'#presidentroosevelt', u'#fdr', u'#democrats', u'#pardon', u'#presidentialpardon', u'#corruption', u'#obstructionofjustice', u'#russiagate', u'#followthefacts', u'#followthemoney']"
17059,"[u'#obama', u'#hillaryclinton', u'#vacation', u'#help', u'#strongertogether', u'#instagood', u'#stoptrump', u'#follow4like', u'#follow4follow', u'#america', u'#trevornoah', u'#huffingtonpost', u'#nytimes', u'#washingtonpost', u'#saveamerica']"
17060,"[u'#happypassover', u'#celebrationoffreedom', u'#hagsameah', u'#passover2018', u'#pesach', u'#usa', u'#freedom', u'#americans', u'#payattention', u'#staywoke', u'#civilliberties', u'#humanrights', u'#liberation', u'#democracy', u'#hagsameach']"
17061,"[u'#Repost', u'#bipartisan', u'#healthcare', u'#HealthcareBill', u'#protectourcare', u'#trumpcare', u'#newjersey', u'#philmurphy', u'#philmurphyforgovernor', u'#aca', u'#obamacare', u'#affordablecareact', u'#sick', u'#cooperation', u'#makeamericahealthyagain', u'#plannedparenthood', u'#medicaid', u'#opioids', u'#senate', u'#usa', u'#humanrights', u'#fightforfreedom', u'#fightforacure', u'#strongertogether', u'#moveforward', u'#children', u'#elderly', u'#medication']"
17062,"[u'#democracy', u'#democrats', u'#vote2018', u'#votethemout', u'#votedemocrat']"
17063,"[u'#jamescomey', u'#fbi', u'#donaldtrump', u'#trumptweets', u'#democrats', u'#staywoke', u'#payattention']"
17064,"[u'#whitehouse', u'#sexoffender', u'#sexualharrassment', u'#usa', u'#independents', u'#democrats', u'#women', u'#womensrights', u'#', u'#stoptrump', u'#dumptrump', u'#governmenthouse', u'#law', u'#legal', u'#moveout', u'#tbf', u'#fridaynight']"
17065,"[u'#Repost', u'#hillary', u'#hillaryclinton', u'#hillary2016', u'#notmypresident', u'#LGBTQ', u'#hillaryforamerica', u'#hillaryforpresident', u'#womenforhillary', u'#likeforlike', u'#latinosforhillary', u'#blackandwhite', u'#imwithher', u'#giveemhill', u'#corruption', u'#corruptaf', u'#nevertrump', u'#happyholidays', u'#2020', u'#crookedtrump', u'#snl', u'#happy', u'#strongertogether', u'#madampresident', u'#2017', u'#HillYes', u'#newyears', u'#happynewyear', u'#readyforhillary']"
17066,"[u'#forbesmagazine', u'#nationaldebt', u'#goptaxscam', u'#trumptaxscam', u'#deficit', u'#vote2018', u'#votethemout', u'#nationalsecurity', u'#irresponsible', u'#taxcutsfortherich', u'#equalityforall', u'#americans', u'#dscc', u'#dccc', u'#dnc', u'#usa', u'#', u'#democrats']"
17067,"[u'#Hillary', u'#hillaryclinton', u'#hillaryforamerica', u'#hillaryforpresident', u'#imwithher', u'#strongertogether', u'#russianspies', u'#f', u'#followforfollow', u'#followme', u'#f4f', u'#gotv', u'#pennsylvania', u'#northcarolina', u'#clintonkaine', u'#nevertrump', u'#election', u'#vote', u'#vota', u'#gotv']"
17068,"[u'#boycottinaugurationday', u'#lovetrumpshate', u'#democracy', u'#unitedstates', u'#lyingtrump', u'#riggedelection', u'#russianspying', u'#robertreich', u'#occupydemocrats', u'#f', u'#follow4follow', u'#democrats', u'#america', u'#racist', u'#bully', u'#standup', u'#hillaryclinton', u'#traitor', u'#scandal', u'#45', u'#freedom', u'#sexism', u'#homophobia', u'#no', u'#boycottmedia']"
17069,"[u'#usa', u'#republican', u'#rushed', u'#taxreform', u'#taxcuts', u'#taxcutsforthewealthy', u'#raisetaxes', u'#poor', u'#taxincrease', u'#deficit', u'#economy', u'#economics', u'#goptaxscam', u'#rememberthis', u'#historical', u'#criminal', u'#jontester', u'#montana', u'#senate', u'#republicansdontcare', u'#instanews', u'#congress', u'#socialsecuritycuts', u'#medicarecuts', u'#occupydemocrats']"
17070,"[u'#senate', u'#chuckschumer', u'#trumpcare', u'#obamacare', u'#affordablecareact', u'#aca', u'#rachelmaddow', u'#msnbc', u'#riggedelection', u'#msnbc', u'#health', u'#healthcare', u'#healthinsurance', u'#medicaid', u'#bendits', u'#richtaxbreaks', u'#strongertogether', u'#lovethyneighbor', u'#love', u'#f4', u'#hillaryclinton', u'#nancypelosi', u'#presidentobama', u'#republicanloss', u'#Congress', u'#f']"
17071,"[u'#love', u'#kindness', u'#bully', u'#whitehouse', u'#donaldtrump', u'#tweets', u'#democrat', u'#hillaryclinton', u'#meangirls', u'#amjoy', u'#stoptrumpcare', u'#trumpcare', u'#trumpgate', u'#usa', u'#saveamerica', u'#democrat', u'#followthefacts', u'#followthemoney', u'#nbc', u'#hillaryclinton']"
17072,"[u'#congress', u'#jeffsessions', u'#perjury', u'#tedlieu', u'#stoplying', u'#reptile', u'#russiangirl', u'#trumprussia', u'#collusion', u'#corruption', u'#lies', u'#tellthetruth', u'#alabama', u'#whodoyoubelieve', u'#fightforfreedom', u'#democrats', u'#usa', u'#nomorelies', u'#honestyisthebestpolicy']"
17073,"[u'#charlottesville', u'#virginia', u'#nazi', u'#neonazi', u'#whitesupremacy', u'#mittromney', u'#republicans', u'#democrats', u'#usa', u'#staywoke', u'#sayno', u'#strongertogether', u'#stoptrump', u'#stopthehate', u'#racism', u'#freedom', u'#equalrights', u'#humanrights', u'#politics', u'#united', u'#american']"
17074,"[u'#Repost', u'#Trump', u'#president', u'#corruption', u'#taxreturn', u'#riggedelection', u'#Syria', u'#refugee', u'#nomuslimban', u'#business', u'#sto', u'#ivankatrump', u'#jaredkushner', u'#whitehouse', u'#Tomahawk', u'#Raytheon', u'#Syria', u'#TheFreeThoughtProject', u'#NoWarWithSyria', u'#Trump', u'#Syria', u'#WWIII']"
17075,"[u'#hillary', u'#hillaryclinton', u'#putin', u'#russianhacking', u'#russia', u'#nyc', u'#nytimes', u'#witw', u'#tinabrown', u'#vanityfair', u'#womensrights', u'#womensequality', u'#humanrights', u'#persist', u'#resist', u'#presidentobama', u'#usa', u'#government', u'#danger', u'#help', u'#future', u'#truthbetold', u'#strongertogether', u'#stillwithher', u'#hillyes', u'#gratitude', u'#comey', u'#fbi', u'#wikileaks', u'#shewarnedus', u'#peoplespresident']"
17076,"[u'#Repost', u'#AMJoy', u'#politics', u'#news', u'#facts', u'#truth', u'#WATCH', u'#women', u'#womensrights', u'#womenleaders', u'#politics', u'#nancypelosi', u'#dccc', u'#washingtondc', u'#congress', u'#democrat', u'#strongertogether', u'#strongwomen', u'#hillaryclinton', u'#power', u'#insist', u'#persist', u'#resist', u'#enlist', u'#love']"
17077,"[u'#jonossoff', u'#jonossoffforcongress', u'#johnlewis', u'#georgia', u'#atlanta', u'#jobs', u'#education', u'#progressive', u'#movingforwand', u'#future', u'#june2017', u'#washingtondc', u'#congress', u'#democtrats', u'#vote', u'#millenials', u'#democrats', u'#democracy', u'#economy', u'#strongertogether', u'#paris', u'#london', u'#berlin', u'#blacklivesmatter', u'#votersuppression', u'#votingrights', u'#equalrights', u'#humanrights', u'#presidentobama', u'#']"
17078,"[u'#alabama', u'#vote', u'#dougjones', u'#democrats', u'#votedemocrat', u'#nochoice', u'#dougjonesforsenate', u'#senate', u'#moralconduct', u'#roymoorechildmolester', u'#republican', u'#followthefacts', u'#america', u'#usa', u'#powerfulwomen', u'#bravewomen', u'#metoo']"
17079,"[u'#Sunday', u'#timesup', u'#metoo', u'#movement', u'#stopsexualabuse', u'#stopsexualharassment', u'#sexualpredator', u'#women', u'#womensrights', u'#goldenglobes', u'#teengirls', u'#womenunited', u'#womenpower', u'#wearblack', u'#solidarity']"
17080,"[u'#unfit', u'#unqualified', u'#dumptrump', u'#democrats']"
17081,"[u'#righttochoose', u'#roevswade', u'#roevwade', u'#abortion', u'#abortionrights', u'#women', u'#womensrights', u'#usa', u'#freedom', u'#democrats', u'#democracynow']"
17082,"[u'#pennsylvania', u'#vote', u'#conorlambforcongress', u'#redtoblue', u'#flipthehouse', u'#jobs', u'#education', u'#healthcare', u'#strongleader', u'#hope', u'#change', u'#votedemocrat', u'#vote2018', u'#yourvotematters', u'#timeforachange', u'#millenials', u'#votedemocrat', u'#']"
17083,"[u'#Repost', u'#dnc', u'#democrat', u'#health', u'#healthcare', u'#healthcare', u'#healthcareforall', u'#women', u'#children', u'#drugaddiction', u'#lgbt', u'#plannedparenthood', u'#resist', u'#enlist', u'#persist', u'#humanrights', u'#taxcutsfortherich', u'#tomperez', u'#senate', u'#barackobama', u'#strongertogether', u'#persist', u'#resist', u'#enlist', u'#trumpcare', u'#obamacare', u'#paris', u'#london', u'#amsterdam', u'#berlin', u'#sydney', u'#lasvegas', u'#miami']"
